channels,signup_month,pcp_per_signup_v2,pcp_per_signup_with_halo_v2,pcp_per_signup_v1,pcp_per_signup_with_halo_v1
Microsoft_Desktop,2024-03-01,35.882982633180184,44.85372829147523,25.234724019329132,31.543405024161416
Microsoft_Desktop,2024-04-01,40.51325470033015,50.64156837541269,26.15763064976185,32.69703831220231
Microsoft_Desktop,2024-05-01,46.6826280624089,58.353285078011126,30.975958190479524,38.7199477380994
Microsoft_Desktop,2024-06-01,40.34636211310385,50.43295264137981,27.406432448311087,34.25804056038886
Microsoft_Desktop,2024-07-01,43.57363018615248,54.4670377326906,33.748610451727586,42.18576306465948
Microsoft_Desktop,2024-08-01,50.98373918915981,63.72967398644977,43.95455506893567,54.943193836169584
Microsoft_Desktop,2024-09-01,50.6008250166228,63.2510312707785,45.28976823921682,56.61221029902102
Microsoft_Desktop,2024-10-01,0.0,0.0,0.0,0.0
Microsoft_Desktop,2024-11-01,0.0,0.0,0.0,0.0
Microsoft_Desktop_Brand,2024-01-01,30.986335821376862,12.704397686764512,27.61019270894891,11.320179010669053
Microsoft_Desktop_Brand,2024-02-01,33.217367967836466,13.61912086681295,26.324718760921655,10.793134691977878
Microsoft_Desktop_Brand,2024-03-01,29.506302611653823,12.097584070778067,25.14004869536977,10.307419965101605
Microsoft_Desktop_Brand,2024-04-01,31.911788952402055,13.08383347048484,28.59486722982838,11.723895564229634
Microsoft_Desktop_Brand,2024-05-01,33.48371108999652,13.728321546898572,29.321376305858443,12.02176428540196
Microsoft_Desktop_Brand,2024-06-01,34.87648442584762,14.299358614597525,30.83450140879115,12.642145577604373
Microsoft_Desktop_Brand,2024-07-01,38.03307366034242,15.593560200740392,33.92866223195842,13.910751515102952
Microsoft_Desktop_Brand,2024-08-01,41.85836844765174,17.161931063537214,37.67312640716235,15.445981826936563
Microsoft_Desktop_Brand,2024-09-01,38.94864477954963,15.968944359615348,33.19271779565669,13.609014296219243
Microsoft_Desktop_Brand,2024-10-01,0.0,0.0,0.0,0.0
Microsoft_Desktop_Brand,2024-11-01,0.0,0.0,0.0,0.0
